,id,Nome jogador,Time na época,primary_position,market_value,competição,Time,Posição,Value,Custo,Wage,Idade
0,170956,Michel Ferreira dos Santos,Vasco da Gama,Lateral Esquerdo,1000000,Brasileiro B,Grêmio Foot-Ball Porto Alegrense,"DM, M",£1m,£819k,£6k,30
1,332808,Jose Carlos Cracco Neto,Vasco da Gama,Lateral Esquerdo,900000,Brasileiro B,Sport Club Internacional,D,£1m,£698k,£7k,26
2,-112163,Natanael Moreira Milouski,Coritiba,Lateral Esquerdo,800000,Brasileiro B,Coritiba Foot Ball Club,D/WB,£55k,£133k,£653,18
3,74810,Diego Renan de Lima Ferreira,Avaí,Lateral Esquerdo,725000,Brasileiro B,Centro Sportivo Alagoano,D/WB,£253k,£251k,£3k,30
4,-85844,Luciano Batista da Silva Junior,Confiança,Lateral Esquerdo,650000,Brasileiro B,Sport Club do Recife,D/WB,£69k,£581k,£483,20
5,197768,Joao Lucas Cardoso,Avaí,Lateral Esquerdo,550000,Brasileiro B,Avaí Futebol Clube,D/WB,£200k,£359k,£1k,29
6,9776,Guilherme Oliveira Santos,Botafogo,Lateral Esquerdo,550000,Brasileiro B,Botafogo de Futebol e Regatas,D/WB,£200k,£192k,£3k,32
7,485207,Guilherme Kennedy Romao,CRB,Lateral Esquerdo,325000,Brasileiro B,Clube de Regatas Brasil,D/WB,£56k,£1m,£783,22
8,72104,Eloir Silva Moreira,Sampaio Corrêa,Lateral Esquerdo,250000,Brasileiro B,Sampaio Corrêa Futebol Clube,"DM, M , AM",£25k,£300m,£747,32
9,472790,Bryan Borges Mascarenhas,Náutico,Lateral Esquerdo,250000,Brasileiro B,Clube Náutico Capibaribe,"D/WB , DM, M , AM",£90k,£203k,£1k,23
10,301826,Felipe Augusto Ferreira Batista,Cruzeiro,Lateral Esquerdo,200000,Brasileiro B,Cruzeiro Esporte Clube,AM,£459k,£1m,£2k,28
11,-50165,Alexandre Melo Ribeiro da Silva,CRB,Lateral Esquerdo,100000,Brasileiro B,Cuiabá Esporte Clube,D/WB/M,£14k,£70k,£362,21
12,-70914,Guilherme da Trindade Dubas,Coritiba,Lateral Esquerdo,75000,Brasileiro B,Coritiba Foot Ball Club,"D/WB/M/AM , ST",£10k,£99k,£180,20
13,142546,Fabiano da Silva Souza,Operário PR,Lateral Esquerdo,50000,Brasileiro B,Operário Ferroviário Esporte Clube,D/WB,£135k,£323k,£1k,30
14,120341,Marlon Farias Castelo Branco,Remo,Lateral Esquerdo,0,Brasileiro B,Clube do Remo,D/WB,£5k,£300m,£1k,34
15,-163287,Paulo Victor de Almeida Barbosa,Botafogo,Lateral Esquerdo,0,Brasileiro B,Botafogo de Futebol e Regatas,D/WB,£214,£0,£71,19
16,199631,Jose Mario de Bona,Sampaio Corrêa,Lateral Esquerdo,0,Brasileiro B,Ypiranga Futebol Clube-RS,"D/WB , DM, M",£27k,£48k,£658,28
17,-143141,Pedro Henrique Azevedo Pereira,Vitória,Lateral Esquerdo,0,Brasileiro B,Esporte Clube Vitória,D/WB,£7k,£221k,£217,18
18,-112743,Mateus Souza Moraes,Vitória,Lateral Esquerdo,0,Brasileiro B,Esporte Clube Vitória,D,£16k,£78k,£366,19
19,-67632,Luiz Henrique dos Santos Junior,Londrina,Lateral Esquerdo,0,Brasileiro B,Londrina Esporte Clube,D/WB,£6k,£6k,£291,22
20,-113513,Jean Carlos dos Santos,Ponte Preta,Lateral Esquerdo,0,Brasileiro B,Associação Atlética Ponte Preta,D/WB,£287,£39k,£60,17
21,65010,Joao Paulo Purcino de Almeida,Confiança,Lateral Esquerdo,0,Brasileiro B,Tombense Futebol Clube,D/WB,£45k,£79k,£858,30
22,392721,Djalma Antonio da Silva Filho,Operário PR,Lateral Esquerdo,0,Brasileiro B,Operário Ferroviário Esporte Clube,D/WB,£70k,£168k,£873,25
23,482535,Hugo Ferreira de Farias,Goiás,Lateral Esquerdo,0,Brasileiro B,Clube de Regatas Brasil,D/WB,£12k,£6k,£565,22
24,-49467,Kevin Kesley de Souza,Brasil de Pelotas,Lateral Esquerdo,0,Brasileiro B,Clube Atlético Mineiro,D/WB,£4k,£4k,£203,20
25,-67910,Matheus Pereira de Souza,Cruzeiro,Lateral Esquerdo,0,Brasileiro B,Cruzeiro Esporte Clube,D/WB,£92k,£827k,£159,19
26,482777,Kevyn Lucas Ramos da Costa,CSA,Lateral Esquerdo,0,Brasileiro B,Clube Náutico Capibaribe,D/WB,£46k,£140k,£741,22
27,-113909,Matheus Nunes Fagundes de Araujo,Vasco da Gama,Lateral Esquerdo,0,Brasileiro B,Club de Regatas Vasco da Gama,DM,£1k,£32k,£95,19
28,136405,Airton Santos de Oliveira,Brusque,Lateral Esquerdo,0,Brasileiro B,Brusque Futebol Clube,D/WB,£22k,£26k,£860,31
29,291310,Alex Ruan Vasconcelos Ferreira,Brusque,Lateral Esquerdo,0,Brasileiro B,Brusque Futebol Clube,D/WB/AM,£43k,£76k,£1k,27
30,-165452,Eliel da Silva,Guarani,Lateral Esquerdo,0,Brasileiro B,Guarani Futebol Clube,D/WB,£41k,£1m,£717,18
31,-50708,Matheus Lima Beltrao Oliveira,Guarani,Lateral Esquerdo,0,Brasileiro B,Guarani Futebol Clube,D/WB,£436k,£1m,£3k,21
32,-109543,Bruno Gomes da Silva Clevelario,Vasco da Gama,Volante,4000000,Brasileiro B,Club de Regatas Vasco da Gama,"DM, M",£639k,£11m,£9k,19
33,398755,Andrey Ramos do Nascimento,Vasco da Gama,Volante,1800000,Brasileiro B,Club de Regatas Vasco da Gama,"DM, M",£2m,£4m,£3k,22
34,317939,Wanderson Ferreira de Oliveira,Avaí,Volante,800000,Brasileiro B,Avaí Futebol Clube,"M , AM",£685k,£904k,£4k,25
35,32925,Willian Roberto de Farias,Coritiba,Volante,800000,Brasileiro B,Coritiba Foot Ball Club,"DM, M",£2m,£300m,£5k,31
36,373415,Matheus de Sales Cabral,Coritiba,Volante,700000,Brasileiro B,Coritiba Foot Ball Club,"DM, M",£1m,£3m,£1k,25
37,447817,Gustavo Costa da Silva Machado,Coritiba,Volante,700000,Brasileiro B,Esporte Clube Juventude,"DM, M",£487k,£3m,£3k,23
38,229740,Pedro Henrique de Castro Silva,Botafogo,Volante,650000,Brasileiro B,Botafogo de Futebol e Regatas,"DM, M/AM",£342k,£328k,£3k,27
39,478727,Joao Paulo Ferreira Lourenco,Avaí,Volante,600000,Brasileiro B,Avaí Futebol Clube,D/WB/M/AM,£235k,£477k,£1k,22
40,170927,Gabriel Santana Pinto,CSA,Volante,550000,Brasileiro B,Centro Sportivo Alagoano,"M , AM",£2m,£3m,£4k,30
41,65223,Ricardo Dias Acosta,Botafogo,Volante,500000,Brasileiro B,Ceará Sporting Club,M/AM,£68k,£81k,£4k,34
42,-59920,Caio Vinicius da Conceicao,Goiás,Volante,500000,Brasileiro B,Fluminense Football Club,"DM, M",£9k,£279k,£267,21
43,101377,Geovane Batista de Faria,CSA,Volante,475000,Brasileiro B,Centro Sportivo Alagoano,"DM, M",£88k,£79k,£1k,31
44,180880,Matheus Barbosa Teixeira,Cruzeiro,Volante,475000,Brasileiro B,Cruzeiro Esporte Clube,DM,£436k,£393k,£2k,25
45,330875,Jose Rodrigo Andrade Ramos,Guarani,Volante,475000,Brasileiro B,Guarani Futebol Clube,"DM, M",£78k,£271k,£1k,23
46,65001,Bruno da Silva Barbosa,Guarani,Volante,400000,Brasileiro B,Guarani Futebol Clube,"D , DM",£297k,£300m,£3k,32
47,32916,Pedro Ken Morimoto Moreira,Operário PR,Volante,400000,Brasileiro B,Operário Ferroviário Esporte Clube,"DM, M",£84k,£300m,£3k,33
48,473995,Vinicius Farias Locatelli,Ponte Preta,Volante,350000,Brasileiro B,Associação Atlética Ponte Preta,M/AM,£67k,£2m,£951,22
49,-109550,Alexandre de Almeida Silva Junior,Vasco da Gama,Volante,350000,Brasileiro B,Club de Regatas Vasco da Gama,"DM, M , AM",£116k,£5m,£991,19
50,230412,Giovanni Piccolomo,Cruzeiro,Volante,325000,Brasileiro B,Cruzeiro Esporte Clube,"M , AM",£684k,£2m,£3k,26
51,473218,Valdemir de Oliveira Soares,Coritiba,Volante,325000,Brasileiro B,Coritiba Foot Ball Club,DM,£37k,£57k,£477,23
52,397411,Arthur Rodrigues Rezende,Vila Nova,Volante,325000,Brasileiro B,Vila Nova Futebol Clube,"M , AM",£174k,£153k,£2k,26
53,396804,Marciel Silva da Silva,Náutico,Volante,250000,Brasileiro B,Clube Náutico Capibaribe,"D , DM, M",£487k,£965k,£2k,25
54,79762,Vinicius Kiss Silva Tobias,Remo,Volante,250000,Brasileiro B,Botafogo Futebol Clube-SP,"D , M/AM",£46k,£300m,£864,32
55,254081,Fernando Jose da Cunha Neto,Vitória,Volante,200000,Brasileiro B,Esporte Clube Vitória,"DM, M",£647k,£854k,£2k,27
56,435663,Romulo da Silva Machado,Brasil de Pelotas,Volante,200000,Brasileiro B,Grêmio Esportivo Brasil,"DM, M",£303k,£100k,£2k,24
57,343161,Leandro Vilela Sales Teixeira,Operário PR,Volante,200000,Brasileiro B,Operário Ferroviário Esporte Clube,"DM, M",£53k,£127k,£873,25
58,-68862,Gabriel Henrique Pierini,Brasil de Pelotas,Volante,150000,Brasileiro B,Cuiabá Esporte Clube,"DM, M",£11k,£15k,£279,20
59,71050,Rafael Batista,Operário PR,Volante,150000,Brasileiro B,Operário Ferroviário Esporte Clube,"M/AM , ST",£38k,£27k,£731,31
60,295051,Marcos Vinicius Serrato,Avaí,Volante,125000,Brasileiro B,Sport Club do Recife,"DM, M",£61k,£41k,£655,26
61,464148,Matheus Trindade Goncalves,Náutico,Volante,125000,Brasileiro B,Clube Náutico Capibaribe,"DM, M",£5k,£2k,£194,24
62,404642,Carlos Eduardo Bacila Jatoba,CRB,Volante,100000,Brasileiro B,Clube de Regatas Brasil,"DM, M",£108k,£41k,£2k,24
63,481876,Wesley Soares Xavier,Avaí,Volante,100000,Brasileiro B,Avaí Futebol Clube,"DM, M",£37k,£112k,£546,22
64,310385,Djavan Aulim Candido de Souza,Náutico,Volante,75000,Brasileiro B,Clube Náutico Capibaribe,"DM, M",£90k,£84k,£1k,24
65,-37823,Madison Araujo Costa,Goiás,Volante,50000,Brasileiro B,Goiás Esporte Clube,DM,£93k,£161k,£793,22
66,481877,Jean Francisco Martim Candido,Avaí,Volante,50000,Brasileiro B,Avaí Futebol Clube,"DM, M",£97k,£2m,£948,21
67,294400,Mauro Silva do Nascimento Junior,Sampaio Corrêa,Volante,50000,Brasileiro B,Associação Atlética Portuguesa-RJ,DM,£14k,£24k,£684,26
68,469819,Daniel dos Santos Penha,Confiança,Volante,50000,Brasileiro B,Esporte Clube Bahia,AM,£50k,£135k,£714,21
69,523522,Adriano Firmino dos Santos da Silva,Cruzeiro,Volante,50000,Brasileiro B,Cruzeiro Esporte Clube,"DM, M",£69k,£919k,£159,20
70,391635,Luiz Eduardo Fleuri Pacheco,Vila Nova,Volante,0,Brasileiro B,Vila Nova Futebol Clube,DM,£67k,£148k,£992,23
71,-96718,Leonardo Naldi de Matos,Ponte Preta,Volante,0,Brasileiro B,Associação Atlética Ponte Preta,"DM, M",£10k,£22k,£258,18
72,475981,Vitor Hugo da Silva Nunes,Londrina,Volante,0,Brasileiro B,Ypiranga Futebol Clube-RS,M/AM,£19k,£49k,£509,24
73,-50552,Bruno Matias dos Santos,Brasil de Pelotas,Volante,0,Brasileiro B,Grêmio Esportivo Brasil,M/AM,£17k,£21k,£553,21
74,153212,Gerson Rodolfo da Silva,Brusque,Volante,0,Brasileiro B,Brusque Futebol Clube,"DM, M",£11k,£5k,£684,32
75,112199,Leandro Ferreira Pessoa,Sampaio Corrêa,Volante,0,Brasileiro B,Sampaio Corrêa Futebol Clube,"DM, M",£9k,£11k,£674,34
76,410318,Luis Felipe Oyama,Botafogo,Volante,0,Brasileiro B,Mirassol Futebol Clube,"DM, M",£24k,£26k,£729,23
77,447595,Andre Luiz Guimaraes Siqueira Junior,Sampaio Corrêa,Volante,0,Brasileiro B,Sampaio Corrêa Futebol Clube,DM,£51k,£129k,£711,24
78,-114852,Gabriel Bispo dos Santos,Vitória,Volante,0,Brasileiro B,Esporte Clube Vitória,"DM, M",£78k,£271k,£1k,23
79,-79003,Eduardo da Silva Albuquerque,Vitória,Volante,0,Brasileiro B,Esporte Clube Vitória,M/AM,£35k,£2m,£663,20
80,-70173,Matheus Henrique Bianqui,Londrina,Volante,0,Brasileiro B,Londrina Esporte Clube,M/AM,£18k,£39k,£421,22
81,-50491,Bruno Felipe de Oliveira,Vitória,Volante,0,Brasileiro B,Associação Atlética Caldense,AM,£1k,£1k,£115,22
82,283185,Jean Henrique dos Santos,Londrina,Volante,0,Brasileiro B,Londrina Esporte Clube,DM,£9k,£7k,£246,27
83,328062,Tarik Michel Kedes Boschetti,Londrina,Volante,0,Brasileiro B,Ituano Futebol Clube,"D , DM, M",£2k,£2k,£159,27
84,-71963,Rhaldney Norberto Simiao Gomes,Náutico,Volante,0,Brasileiro B,Clube Náutico Capibaribe,"DM, M",£407k,£1m,£2k,21
85,82740,Anderson Uchoa dos Santos,Remo,Volante,0,Brasileiro B,Clube do Remo,"D , DM",£52k,£137k,£1k,29
86,8926,Sergio Antonio Borges Junior,Confiança,Volante,0,Brasileiro B,Associação Desportiva Confiança,"DM, M/AM",£7k,£10k,£547,33
87,186605,Bruno Araujo Sena,Confiança,Volante,0,Brasileiro B,Salgueiro Atlético Clube,"D , DM",£3k,£2k,£159,27
88,418702,Fabio Augusto Schirmann,Operário PR,Volante,0,Brasileiro B,Operário Ferroviário Esporte Clube,D,£31k,£47k,£553,23
89,472663,Jhemerson Guimaraes Gaigher,Confiança,Volante,0,Brasileiro B,Tombense Futebol Clube,"M , AM",£51k,£310k,£895,23
90,473808,Gabriel Andre Tonini,CSA,Volante,0,Brasileiro B,Associação Atlética Caldense,"DM, M",£214,£0,£31,24
91,-70822,Luiz Flavio Silverio Silva,Cruzeiro,Volante,0,Brasileiro B,América Futebol Clube-MG,"DM, M",£11k,£93k,£291,20
92,-38493,Geovane Silva Santos,CSA,Volante,0,Brasileiro B,Club Athletico Paranaense,"DM, M",£47k,£201k,£657,21
93,156544,Fillipe Soutto Mayor Nogueira Ferreira,Brusque,Volante,0,Brasileiro B,Ituano Futebol Clube,"DM, M",£52k,£23k,£946,29
94,411408,Jose Mateus Junior,Brusque,Volante,0,Brasileiro B,Brusque Futebol Clube,"D , DM",£45k,£54k,£992,25
95,20446,Antonio de Moura Carvalho,Guarani,Volante,0,Brasileiro B,Guarani Futebol Clube,"M , AM",£9k,£7k,£1k,34
96,114789,Lucas Santos Siqueira,Remo,Volante,0,Brasileiro B,Clube do Remo,"DM, M",£39k,£300m,£1k,31
97,-54538,Eder Monteiro Miranda da Silva,Vila Nova,Volante,0,Brasileiro B,Vila Nova Futebol Clube,DM,£10k,£28k,£268,21
98,-119854,Gabriel Fortes Chaves,Vasco da Gama,Extremo,900000,Brasileiro B,Club de Regatas Vasco da Gama,"M , AM",£127k,£4m,£991,19
99,159253,Kelvin Mateus de Oliveira,Vila Nova,Extremo,600000,Brasileiro B,Botafogo de Futebol e Regatas,AM,£488k,£702k,£3k,27
100,112399,Silvio Jose Cardoso Reis Junior,CSA,Extremo,550000,Brasileiro B,Centro Sportivo Alagoano,"AM , ST",£919k,£1m,£4k,30
101,32705,Rodrigo Pimpao Viana,Operário PR,Extremo,525000,Brasileiro B,Centro Sportivo Alagoano,AM,£314k,£311k,£4k,32
102,323750,Dalberto Luan Belo,Coritiba,Extremo,500000,Brasileiro B,Sport Club do Recife,"AM , ST",£88k,£63k,£1k,25
103,122231,Vinicius Santos Silva,Náutico,Extremo,500000,Brasileiro B,Clube Náutico Capibaribe,"AM , ST",£95k,£171k,£1k,26
104,469423,Alesson dos Santos Batista,Vila Nova,Extremo,500000,Brasileiro B,Esporte Clube Bahia,"AM , ST",£87k,£125k,£792,21
105,259648,Anderson Wanderllan de Moraes Rodrigues,Sampaio Corrêa,Extremo,475000,Brasileiro B,Sampaio Corrêa Futebol Clube,"AM , ST",£36k,£300m,£891,32
106,438600,Marco Antonio Rosa Furtado Junior,Botafogo,Extremo,450000,Brasileiro B,Esporte Clube Bahia,AM,£69k,£44k,£939,22
107,423287,Ygor de Oliveira Ferreira,Vitória,Extremo,450000,Brasileiro B,Club de Regatas Vasco da Gama,"AM , ST",£25k,£24k,£729,25
108,132040,Jose Renato da Silva Junior,Avaí,Extremo,400000,Brasileiro B,Associação Chapecoense de Futebol,D/WB/M/AM,£489k,£770k,£2k,30
109,395312,Luidy Viegas,Confiança,Extremo,400000,Brasileiro B,Clube de Regatas Brasil,AM,£95k,£126k,£4k,24
110,-28980,Bruno Jose de Souza,Cruzeiro,Extremo,400000,Brasileiro B,Cruzeiro Esporte Clube,"D/WB/M , AM",£110k,£144k,£1k,22
111,441514,Yago Cesar da Silva,CSA,Extremo,400000,Brasileiro B,Club Athletico Paranaense,AM,£80k,£448k,£97,23
112,279368,Wagner da Silva Souza,Coritiba,Extremo,350000,Brasileiro B,Coritiba Foot Ball Club,ST,£65k,£57k,£688,30
113,448694,Valdeci Moreira da Silva,Coritiba,Extremo,350000,Brasileiro B,Coritiba Foot Ball Club,"AM , ST",£450,£0,£25,25
114,227637,Rafael Diniz Alves e Silva,Remo,Extremo,325000,Brasileiro B,Mirassol Futebol Clube,"AM , ST",£116k,£204k,£2k,28
115,76846,Felipe Garcia Goncalves,Operário PR,Extremo,325000,Brasileiro B,Operário Ferroviário Esporte Clube,"M , AM , ST",£77k,£110k,£837,29
116,287918,Alisson Alves Farias,CRB,Extremo,300000,Brasileiro B,Esporte Clube Vitória,"AM , ST",£95k,£126k,£1k,24
117,362437,Bruno Savio da Silva,Guarani,Extremo,300000,Brasileiro B,Guarani Futebol Clube,"M/AM , ST",£76k,£67k,£259,25
118,472497,Erick de Arruda Serafim,Náutico,Extremo,300000,Brasileiro B,Clube Náutico Capibaribe,"M , AM",£639k,£263k,£2k,22
119,433986,Alisson Pelegrini Safira,Londrina,Extremo,300000,Brasileiro B,Londrina Esporte Clube,ST,£65k,£86k,£948,25
120,408412,Marcio Barbosa Vieira Junior,Cruzeiro,Extremo,300000,Brasileiro B,Cruzeiro Esporte Clube,AM,£347k,£750k,£2k,24
121,396973,Giovanny Bariani Marques,Náutico,Extremo,250000,Brasileiro B,Clube Náutico Capibaribe,"AM , ST",£51k,£213k,£895,22
122,398749,Marco Tulio Oliveira Lemos,CSA,Extremo,250000,Brasileiro B,Centro Sportivo Alagoano,AM,£237k,£744k,£5k,22
123,328436,Bruno Alves de Souza,Brusque,Extremo,200000,Brasileiro B,Brusque Futebol Clube,AM,£47k,£125k,£992,27
124,381201,Erik Roberto Silva do Nascimento,CRB,Extremo,200000,Brasileiro B,Clube de Regatas Brasil,"AM , ST",£82k,£99k,£891,25
125,449913,Mauricio Caprini Pinto,Londrina,Extremo,200000,Brasileiro B,Ypiranga Futebol Clube-RS,"AM , ST",£65k,£1m,£948,22
126,402964,Jefferson Victor Machado Ambrosio,Remo,Extremo,150000,Brasileiro B,Boa Esporte Clube,ST,£6k,£25k,£197,23
127,433440,Emilton Pedroso Domingues,-,Extremo,100000,Brasileiro B,Grêmio Esportivo Brasil,"AM , ST",£32k,£52k,£828,27
128,306712,Diego Goncalves,Botafogo,Extremo,100000,Brasileiro B,Figueirense Futebol Clube,AM,£154k,£148k,£707,25
129,-69422,Josiel Ortega de Arruda,Ponte Preta,Extremo,100000,Brasileiro B,Cuiabá Esporte Clube,"AM , ST",£338,£20k,£60,21
130,-50577,Welinton Macedo dos Santos,Brasil de Pelotas,Extremo,50000,Brasileiro B,Cruzeiro Esporte Clube,"AM , ST",£80k,£427k,£159,21
131,230114,Tiago Pereira da Silva,Londrina,Extremo,50000,Brasileiro B,Fortaleza Esporte Clube,"AM , ST",£32k,£24k,£407,26
132,488055,Douglas Santos da Silva,Londrina,Extremo,50000,Brasileiro B,Londrina Esporte Clube,"AM , ST",£40k,£45k,£904,21
133,-79359,Cristian Daniel Dal Bello Fagundes,Brasil de Pelotas,Extremo,0,Brasileiro B,Grêmio Esportivo Brasil,"AM , ST",£43k,£2m,£618,20
134,285257,Vinicius Leite Silva,Avaí,Extremo,0,Brasileiro B,Avaí Futebol Clube,AM,£87k,£58k,£867,26
135,-115299,Jandir Breno Souza Silva,Sampaio Corrêa,Extremo,0,Brasileiro B,Sampaio Corrêa Futebol Clube,"AM , ST",£5k,£4k,£225,21
136,-72880,Chayene Medeiros Oliveira Santos,Botafogo,Extremo,0,Brasileiro B,Associação Atlética Portuguesa-RJ,M/AM,£225,£0,£71,29
137,125225,Jean Goncalves Silva,Sampaio Corrêa,Extremo,0,Brasileiro B,Ypiranga Futebol Clube-RS,AM,£9k,£11k,£359,31
138,435597,Romario Costa Barroso,Sampaio Corrêa,Extremo,0,Brasileiro B,Associação Atlética Portuguesa-RJ,M/AM,£5k,£2k,£225,26
139,-166396,Anmerson da Silva Soares,Vitória,Extremo,0,Brasileiro B,Esporte Clube Vitória,AM,£13k,£11k,£421,22
140,-79766,Guilherme Santos da Silva,Vitória,Extremo,0,Brasileiro B,Clube Atlético Mineiro,"AM , ST",£10k,£534k,£242,19
141,-70480,David da Hora da Conceicao,Vitória,Extremo,0,Brasileiro B,Esporte Clube Vitória,AM,£8k,£477k,£217,20
142,-113962,Moises Vieira da Veiga,Ponte Preta,Extremo,0,Brasileiro B,Associação Atlética Ponte Preta,"AM , ST",£51k,£49k,£1k,23
143,121462,Marcelo Oliveira Pinto,Operário PR,Extremo,0,Brasileiro B,Operário Ferroviário Esporte Clube,"DM, M",£49k,£300m,£873,31
144,-72140,Alef Mangueira Severino Pereira,Goiás,Extremo,0,Brasileiro B,Volta Redonda Futebol Clube,"AM , ST",£20k,£52k,£495,25
145,475984,Joao Pedro Florencio Barbosa,Vila Nova,Extremo,0,Brasileiro B,Vila Nova Futebol Clube,AM,£6k,£73k,£203,21
146,-39538,Gabriel Martins Terra,Brasil de Pelotas,Extremo,0,Brasileiro B,Grêmio Esportivo Brasil,"DM, M",£12k,£13k,£421,23
147,-94713,Igor Guilherme Barbosa da Paixao,Coritiba,Extremo,0,Brasileiro B,Coritiba Foot Ball Club,"AM , ST",£49k,£124k,£582,20
148,-131126,Stenio Zanetti Toledo,Cruzeiro,Extremo,0,Brasileiro B,Cruzeiro Esporte Clube,"AM , ST",£22k,£827k,£159,17
149,-56349,Airton Moises Santos Sousa,Cruzeiro,Extremo,0,Brasileiro B,Cruzeiro Esporte Clube,"AM , ST",£1m,£9m,£4k,21
150,81887,Luiz Carlos Marques Lima,Brusque,Extremo,0,Brasileiro B,Brusque Futebol Clube,"AM , ST",£50k,£300m,£1k,31
151,-183391,Diogo dos Santos Carvalho,Remo,Extremo,0,Brasileiro B,Clube do Remo,AM,£7k,£6k,£268,24
152,-165568,Matheus Henrique de Souza de Carvalho,Guarani,Extremo,0,Brasileiro B,Guarani Futebol Clube,ST,£10k,£29k,£236,19
153,474924,Gabriel Farias de Lima,Remo,Extremo,0,Brasileiro B,Tombense Futebol Clube,ST,£23k,£62k,£591,23
154,-50256,Johnatan Cardoso Dias,Vila Nova,Extremo,0,Brasileiro B,Associação Atlética Aparecidense,AM,£225,£0,£47,23
155,301849,Rafael Oller Pereira,Operário PR,Extremo,0,Brasileiro B,Operário Ferroviário Esporte Clube,AM,£29k,£69k,£772,25
156,65376,Robson Michael Signorini,Coritiba,Meio Campista,950000,Brasileiro B,Grêmio Foot-Ball Porto Alegrense,M/AM,£424k,£764k,£6k,32
157,82513,Elvis Vieira Araujo,Goiás,Meio Campista,725000,Brasileiro B,Cuiabá Esporte Clube,M/AM,£597k,£788k,£3k,29
158,180828,Andrigo Oliveira de Araujo,Guarani,Meio Campista,725000,Brasileiro B,Centro Sportivo Alagoano,"AM , ST",£144k,£102k,£3k,25
159,475909,Jefferson Gabriel Nascimento Brito,Ponte Preta,Meio Campista,550000,Brasileiro B,Esporte Clube Bahia,AM,£430k,£4m,£2k,21
160,228750,Felipe Gedoz da Conceicao,Remo,Meio Campista,500000,Brasileiro B,Clube do Remo,AM,£48k,£82k,£3k,27
161,170348,Nadson da Silva Almeida,CSA,Meio Campista,475000,Brasileiro B,Centro Sportivo Alagoano,AM,£95k,£94k,£998,31
162,9394,Rafael da Silva Francisco,Coritiba,Meio Campista,350000,Brasileiro B,Coritiba Foot Ball Club,"M , AM",£122k,£107k,£6k,36
163,112509,Maikel Daniel Costa,Sampaio Corrêa,Meio Campista,300000,Brasileiro B,Esporte Clube São Bento-SP,M/AM,£14k,£37k,£582,32
164,164926,Jean Carlos Vicente,Náutico,Meio Campista,250000,Brasileiro B,Clube Náutico Capibaribe,"M , AM",£850k,£841k,£4k,28
165,201998,Daniel Amorim Dias da Silva,Vasco da Gama,Meio Campista,200000,Brasileiro B,Clube de Regatas Brasil,ST,£69k,£166k,£891,30
166,-33746,Eduardo Feitoza Sampaio,CRB,Meio Campista,50000,Brasileiro B,Club de Regatas Vasco da Gama,M/AM,£72k,£912k,£730,21
167,173966,Cassio Gabriel Vilela Ferreira,Vila Nova,Meio Campista,50000,Brasileiro B,Mirassol Futebol Clube,AM,£15k,£14k,£684,27
168,410847,Adenilson Martins do Carmo Nascimento,Londrina,Meio Campista,0,Brasileiro B,Londrina Esporte Clube,M/AM,£60k,£143k,£904,28
169,71117,Edilson Mendes Guimaraes,Avaí,Lateral direito,800000,Brasileiro B,Avaí Futebol Clube,"D/WB , DM",£404k,£582k,£6k,34
170,163583,Norberto Pereira Marinho Neto,Cruzeiro,Lateral direito,725000,Brasileiro B,Centro Sportivo Alagoano,"D/WB/M , AM",£1m,£1m,£5k,30
171,112310,Leandro da Silva,Confiança,Lateral direito,650000,Brasileiro B,Esporte Clube Vitória,D/WB,£27k,£38k,£790,31
172,177366,Daniel Fortunato Borges,Botafogo,Lateral direito,475000,Brasileiro B,Mirassol Futebol Clube,D/WB,£50k,£44k,£1k,27
173,300810,Alex da Silva,Operário PR,Lateral direito,475000,Brasileiro B,Operário Ferroviário Esporte Clube,D/WB,£508k,£893k,£3k,26
174,328071,Reginaldo Lopes de Jesus,CRB,Lateral direito,400000,Brasileiro B,Clube de Regatas Brasil,D/WB/M/AM,£95k,£251k,£964,27
175,138100,Raul Prata,Vitória,Lateral direito,400000,Brasileiro B,Sport Club do Recife,D/WB,£21k,£9k,£655,33
176,434607,Iury de Oliveira Nascimento,Avaí,Lateral direito,200000,Brasileiro B,Avaí Futebol Clube,D/WB,£80k,£43k,£907,27
177,443967,Cristiano da Silva Vidal,Brasil de Pelotas,Lateral direito,200000,Brasileiro B,Grêmio Esportivo Brasil,D/WB,£28k,£43k,£407,23
178,165652,Pablo Diogo Lopes de Lima,Guarani,Lateral direito,200000,Brasileiro B,Guarani Futebol Clube,M/AM,£77k,£178k,£911,27
179,-107652,Warley Leandro da Silva,Botafogo,Lateral direito,175000,Brasileiro B,Botafogo de Futebol e Regatas,D/WB,£43k,£160k,£599,20
180,472954,Ilson Cedric Borges de Accacio Lima,Vitória,Lateral direito,50000,Brasileiro B,Esporte Clube Vitória,"DM, M",£46k,£684k,£790,22
181,-60122,Felipe Albuquerque Felippi,Ponte Preta,Lateral direito,50000,Brasileiro B,Grêmio Foot-Ball Porto Alegrense,D/WB,£61k,£795k,£843,20
182,137112,Celsonil Santos de Macedo Junior,CRB,Lateral direito,0,Brasileiro B,Vila Nova Futebol Clube,D/WB,£40k,£106k,£1k,32
183,420496,Ricardo Luz Araujo,Londrina,Lateral direito,0,Brasileiro B,Clube do Remo,"D/WB , DM, M",£20k,£17k,£684,25
184,-43205,Diogo Hereda da Silva,Náutico,Lateral direito,0,Brasileiro B,Clube Náutico Capibaribe,D/WB,£70k,£590k,£744,21
